id,observed_on,image_url,latitude,longitude,valid_url,picture_info,color_max_x,color_min_x,color_max_y,color_min_y
23551725,2019-04-27,https://static.inaturalist.org/photos/36468117/medium.jpeg,38.6071282,-76.6680046,TRUE,,199,187,123,108
23772951,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36786726/medium.jpg,40.8906289,-73.89303478,TRUE,,169,157,125,108
23776060,2019-04-28,https://static.inaturalist.org/photos/36791520/medium.jpg,33.46579837,-86.79327554,TRUE,,97,91,114,109
23838711,2019-04-17,https://static.inaturalist.org/photos/36887538/medium.jpg,37.302097,-78.39194,TRUE,,112,102,123,109
23685236,2019-04-28,https://static.inaturalist.org/photos/36891706/medium.jpg,29.75058265,-95.45385768,TRUE,,122,106,126,109
23794151,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36816691/medium.jpeg,40.60715646,-73.93236257,TRUE,,186,169,127,110
23803776,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36831510/medium.jpeg,38.65570827,-90.00152946,TRUE,,194,168,144,110
23792440,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36814695/medium.jpg,33.78217667,-84.37158667,TRUE,,183,178,117,112
23271113,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36057958/medium.jpeg,29.54132908,-95.1841411,TRUE,,142,130,124,113
23671296,2019-04-24,https://inaturalist-open-data.s3.amazonaws.com/photos/36635468/medium.jpeg,35.19874937,-89.76037525,TRUE,,186,172,130,113
23774808,2019-04-28,https://static.inaturalist.org/photos/36769026/medium.jpg,41.4948088,-81.7971556,TRUE,,160,130,138,113
23350889,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36174479/medium.jpg,38.8283538,-77.13206826,TRUE,,179,172,116,114
23394493,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36232937/medium.jpg,30.22675958,-93.10182667,TRUE,,142,136,120,114
23603655,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36544708/medium.jpg,42.36550268,-71.25413133,TRUE,,137,129,122,114
23865056,2019-04-27,https://static.inaturalist.org/photos/36927097/medium.jpeg,51.11765313,-114.2354367,TRUE,,276,265,125,114
23375405,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36207640/medium.jpg,51.13721794,-114.0866705,TRUE,,79,74,119,115
23683295,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36654445/medium.jpg,42.36548965,-71.25415356,TRUE,,142,130,122,115
23689675,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36663363/medium.jpeg,42.34476757,-71.07543507,TRUE,,144,129,133,115
23769294,2019-03-29,https://inaturalist-open-data.s3.amazonaws.com/photos/36781237/medium.jpg,37.05701708,-76.48702721,TRUE,,186,166,134,115
23754395,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36757701/medium.jpeg,42.36700667,-71.25593167,TRUE,,180,173,123,116
23308814,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36115412/medium.jpeg,46.77166587,-92.15278266,TRUE,,165,154,124,116
23772725,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36784684/medium.jpg,39.3826286,-76.601507,TRUE,,225,215,122,117
23312197,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36120860/medium.jpg,44.93984549,-93.68118746,TRUE,,125,111,124,117
23779611,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36763157/medium.jpeg,40.74820278,-73.80410833,TRUE,,68,49,135,117
23337112,2019-04-26,https://static.inaturalist.org/photos/36156010/medium.jpg,40.1431585,-75.16478063,TRUE,,154,133,131,118
23728558,2019-04-28,https://static.inaturalist.org/photos/36862623/medium.jpg,29.69957639,-95.45197437,TRUE,,60,50,123,119
23672656,2019-04-22,https://static.inaturalist.org/photos/36639441/medium.jpg,28.412895,-81.46129667,TRUE,,86,74,134,119
23775022,2019-04-28,https://static.inaturalist.org/photos/36770316/medium.jpg,41.4948088,-81.7971556,TRUE,,218,190,141,119
23677650,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36646217/medium.jpeg,40.02695677,-75.07974144,TRUE,,189,185,127,121
23443330,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36301558/medium.jpeg,35.66139388,-78.99250134,TRUE,,165,153,128,121
23477713,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36354841/medium.jpg,42.36498684,-71.26127151,TRUE,,121,111,129,121
23807477,2019-04-28,https://static.inaturalist.org/photos/36838555/medium.jpg,39.99317948,-75.34052014,TRUE,,162,153,131,121
23487334,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36369950/medium.jpeg,30.4753275,-84.2663361,TRUE,,98,80,140,121
23475507,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36351857/medium.jpg,39.97998909,-75.15602885,TRUE,,36,34,127,123
23625694,2019-04-28,https://static.inaturalist.org/photos/36575290/medium.jpg,40.80829911,-73.96715571,TRUE,,68,62,128,123
23283057,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36076136/medium.jpeg,40.01623154,-75.10794067,TRUE,,105,96,129,123
23284115,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36073462/medium.jpg,30.16789357,-93.23012113,TRUE,,159,143,131,123
23612490,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36557363/medium.jpg,39.15126894,-84.51054501,TRUE,,97,89,132,123
23695150,2019-04-28,https://static.inaturalist.org/photos/36671817/medium.jpeg,42.47699247,-70.9119223,TRUE,,109,102,130,124
23843521,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36892650/medium.jpg,47.30995537,-122.686799,TRUE,,185,169,131,124
23304444,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36106784/medium.jpg,39.9318042,-75.2116265,TRUE,,159,136,133,124
23496397,2019-04-27,https://static.inaturalist.org/photos/36382945/medium.jpg,45.00241948,-93.12483774,TRUE,,131,99,145,124
23632513,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36584804/medium.jpg,39.39837845,-76.34992791,TRUE,,189,146,155,124
23481015,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36360564/medium.jpg,42.36298663,-71.26142398,TRUE,,173,168,129,125
23460083,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36326700/medium.jpg,40.74867172,-74.00980417,TRUE,,184,171,134,125
23394547,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36232990/medium.jpg,30.2608622,-93.11054673,TRUE,,156,149,130,126
23295975,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36094107/medium.jpeg,39.0053577,-76.8898398,TRUE,,124,114,135,126
23697386,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36673329/medium.jpeg,38.9703884,-76.941919,TRUE,,114,103,137,126
23819717,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36857161/medium.jpg,44.88253519,-93.68378762,TRUE,,74,59,139,126
23501627,2019-04-27,https://static.inaturalist.org/photos/36391255/medium.jpg,30.49294831,-84.3143748,TRUE,,225,197,140,126
23565703,2019-04-27,https://static.inaturalist.org/photos/36487136/medium.jpg,40.74614095,-73.80888636,TRUE,,75,61,141,126
23775050,2019-04-28,https://static.inaturalist.org/photos/36770503/medium.jpg,41.4948088,-81.7971556,TRUE,,135,116,141,126
23548260,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36462527/medium.jpeg,40.02537083,-75.20474314,TRUE,,62,57,133,127
23518336,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36417077/medium.jpeg,41.23875937,-77.01935828,TRUE,,223,210,135,128
23839557,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36889194/medium.jpg,27.63637431,-82.73774182,TRUE,,55,45,139,128
23433927,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36290432/medium.jpg,42.34372271,-71.03754141,TRUE,,79,55,141,128
23809812,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36837308/medium.jpg,42.44601785,-71.47512596,TRUE,,155,135,141,128
23474984,2019-04-27,https://static.inaturalist.org/photos/36351178/medium.jpg,36.97513833,-122.0220945,TRUE,,153,146,135,130
23522924,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36422441/medium.jpeg,33.3872249,-86.7920818,TRUE,,154,137,141,131
23356785,2019-04-23,https://static.inaturalist.org/photos/36182540/medium.jpg,35.89641119,-95.24163515,TRUE,,171,160,141,131
23529007,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36428983/medium.jpg,26.584695,-80.04171,TRUE,,236,214,148,131
23607185,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36549846/medium.jpeg,43.31479833,-79.849075,TRUE,,208,179,154,131
23435870,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36287996/medium.jpeg,44.85990981,-93.21478503,TRUE,,171,158,141,132
23465256,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36333079/medium.jpeg,42.33209,-82.00344167,TRUE,,207,199,141,132
23505267,2019-04-16,https://inaturalist-open-data.s3.amazonaws.com/photos/36396670/medium.jpg,39.94743537,-75.15182172,TRUE,,110,91,142,132
23659497,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36612754/medium.jpg,40.08117167,-75.23413498,TRUE,,137,118,149,132
23485521,2019-04-27,https://static.inaturalist.org/photos/36367646/medium.jpg,30.72041055,-85.93067251,TRUE,,43,34,138,133
23609231,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36552833/medium.jpg,38.78471088,-77.30082661,TRUE,,100,93,140,133
23556050,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36471672/medium.jpeg,35.9678879,-78.6440811,TRUE,,229,218,148,133
23423229,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36887718/medium.jpg,42.03054575,-71.06341654,TRUE,,196,184,149,133
23804515,2019-03-17,https://inaturalist-open-data.s3.amazonaws.com/photos/36833591/medium.jpeg,34.16196242,-80.89633658,TRUE,,160,147,149,134
23659808,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36614345/medium.jpg,33.7423178,-84.1593413,TRUE,,181,165,149,134
23604113,2019-04-23,https://inaturalist-open-data.s3.amazonaws.com/photos/36544890/medium.jpg,38.80079167,-77.05000278,TRUE,,205,182,154,134
23612334,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36557164/medium.jpg,39.89051832,-75.25815024,TRUE,,165,153,145,135
23275618,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36064818/medium.jpg,39.3829453,-76.606073,TRUE,,91,81,146,135
23277022,2019-04-18,https://inaturalist-open-data.s3.amazonaws.com/photos/36067053/medium.jpg,39.32481111,-82.09861111,TRUE,,177,174,141,136
23622210,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36570377/medium.jpg,33.46494538,-86.79710779,TRUE,,81,69,148,136
23555159,2019-03-18,https://inaturalist-open-data.s3.amazonaws.com/photos/36471731/medium.jpeg,44.938802848900004,-93.22177795,TRUE,,156,138,153,136
23672727,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36639499/medium.jpeg,43.97779652,-79.48630728,TRUE,,170,148,152,137
23462376,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36332355/medium.jpg,40.13140293,-75.35793096,TRUE,,75,70,141,138
23775131,2019-04-28,https://static.inaturalist.org/photos/36770930/medium.jpg,41.4948088,-81.7971556,TRUE,,95,82,147,138
23708960,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36688251/medium.jpeg,35.62068958,-78.92803463,TRUE,,179,165,147,138
23276478,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36065646/medium.jpeg,40.9756049,-81.2406419,TRUE,,179,165,149,138
23809793,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36837165/medium.jpg,42.4459449,-71.47522794,TRUE,,160,148,152,138
23803551,2019-03-17,https://inaturalist-open-data.s3.amazonaws.com/photos/36832120/medium.jpeg,34.16196242,-80.89633658,TRUE,,173,156,154,138
23893695,2019-04-29,https://inaturalist-open-data.s3.amazonaws.com/photos/36967922/medium.jpeg,38.51249695,-76.65070343,TRUE,,249,223,154,138
23490194,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36370498/medium.jpeg,51.010658,-114.090361,TRUE,,169,165,143,139
23598288,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36537467/medium.jpg,42.30395722,-71.12317539,TRUE,,174,165,145,139
23663625,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36626824/medium.jpeg,33.84788713,-84.58130076,TRUE,,102,91,147,139
23747073,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36742832/medium.jpg,42.41399579,-71.51017195,TRUE,,118,102,155,139
23778396,2019-02-03,https://inaturalist-open-data.s3.amazonaws.com/photos/36793993/medium.jpeg,36.091216,-79.0376,TRUE,,186,160,157,139
23776916,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36792617/medium.jpeg,38.83005794,-77.13264991,TRUE,,74,70,143,140
23479686,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36359093/medium.jpg,29.95161214,-95.6499119,TRUE,,145,140,145,140
23642930,2019-04-28,https://static.inaturalist.org/photos/36598239/medium.jpg,40.84989845,-73.88021896,TRUE,,79,69,148,140
23452342,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36317731/medium.jpg,30.03911731,-95.38156858,TRUE,,166,142,159,140
23466682,2019-04-27,https://static.inaturalist.org/photos/36339049/medium.jpg,40.79431189,-73.96041709,TRUE,,176,171,145,141
23615164,2019-04-28,https://static.inaturalist.org/photos/36560781/medium.jpg,40.74328157,-74.02615425,TRUE,,87,67,156,141
23314058,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36122372/medium.jpg,38.84703719,-77.10256569,TRUE,,142,129,149,142
23894759,2019-04-29,https://inaturalist-open-data.s3.amazonaws.com/photos/36969400/medium.jpeg,38.89694595,-77.31472015,TRUE,,36,25,156,142
23311771,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36119908/medium.jpeg,38.91926223,-77.12128495,TRUE,,146,138,149,143
23312998,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36121889/medium.jpg,30.31099167,-87.41570333,TRUE,,194,172,159,144
23275426,2019-04-19,https://static.inaturalist.org/photos/36059426/medium.jpeg,44.0475064,-77.712543,TRUE,,162,156,147,145
23680586,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36650255/medium.jpg,29.79036903,-95.42399152,TRUE,,145,139,149,145
23477745,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36354929/medium.jpg,42.3629733,-71.26140025,TRUE,,183,174,150,145
23787222,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36797024/medium.jpg,39.4163289,-76.5876319,TRUE,,151,138,152,145
23256769,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36036446/medium.jpg,38.93883959,-77.47911483,TRUE,,169,156,152,145
23619813,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36567070/medium.jpg,35.7201463,-79.1772371,TRUE,,158,142,161,145
23553926,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36469301/medium.jpeg,35.8948523,-78.5790375,TRUE,,189,182,151,146
23767574,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36778566/medium.jpg,29.76702126,-95.59620799,TRUE,,60,55,152,146
23280156,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36071683/medium.jpeg,40.05698395,-75.09481812,TRUE,,188,173,154,146
23477261,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36352192/medium.jpeg,39.61054613,-84.14212551,TRUE,,201,186,159,146
23796428,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36821265/medium.jpg,30.70222833,-88.11761383,TRUE,,201,179,167,146
23503497,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36393974/medium.jpeg,42.4232227,-71.3090461,TRUE,,150,146,149,147
23481148,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36360754/medium.jpg,38.76985724,-77.20133278,TRUE,,53,46,155,147
23482429,2019-04-27,https://static.inaturalist.org/photos/36362712/medium.jpeg,42.30298871,-71.08769126,TRUE,,91,82,156,147
23628908,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36579704/medium.jpeg,40.4290165,-79.9518125,TRUE,,126,82,184,147
23362370,2019-04-27,https://static.inaturalist.org/photos/36190152/medium.jpg,36.06123755,-86.90515777,TRUE,,79,74,152,148
23713716,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36698997/medium.jpg,40.72737318,-73.99935597,TRUE,,87,79,155,148
23775062,2019-04-28,https://static.inaturalist.org/photos/36770576/medium.jpg,41.4948088,-81.7971556,TRUE,,105,93,161,148
23758021,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36765304/medium.jpeg,41.9038571,-87.7046919,TRUE,,221,202,163,148
23675626,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36643096/medium.jpeg,41.81384007,-88.14931031,TRUE,,156,134,165,148
23729085,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36717612/medium.jpg,39.417583,-76.731871,TRUE,,224,187,176,148
23788045,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36808682/medium.jpeg,38.873487,-77.0989419,TRUE,,151,131,161,149
23732653,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36725969/medium.jpeg,39.983697,-74.74994659,TRUE,,165,142,171,149
23639764,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36594225/medium.jpg,38.71056243,-76.53925485,TRUE,,81,73,160,150
23257954,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36038002/medium.jpg,42.35253458,-71.07043895,TRUE,,221,214,156,151
23842420,2019-04-24,https://static.inaturalist.org/photos/36893177/medium.jpeg,47.04230118,-122.8188553,TRUE,,223,214,157,151
23414165,2019-04-27,https://static.inaturalist.org/photos/36260555/medium.jpg,45.00874203,-93.13938682,TRUE,,249,240,158,151
23750177,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36752237/medium.jpeg,42.36754007,-71.25500746,TRUE,,115,108,159,151
23414655,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36261283/medium.jpg,51.11465,-114.0779333,TRUE,,167,158,158,152
23473746,2019-04-27,https://static.inaturalist.org/photos/36349284/medium.jpg,40.77129772,-73.9767767,TRUE,,39,32,161,152
23411873,2019-04-27,https://static.inaturalist.org/photos/36257586/medium.jpg,47.67021988,-122.3522942,TRUE,,55,46,161,152
23592736,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36529818/medium.jpg,45.15447167,-93.32346167,TRUE,,147,128,174,152
23256757,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36036688/medium.jpg,51.1373606,-114.0865182,TRUE,,109,104,159,153
23890425,2019-04-29,https://static.inaturalist.org/photos/36964030/medium.jpg,40.77155,-73.916375,TRUE,,40,29,164,153
23707223,2019-04-28,https://static.inaturalist.org/photos/36689087/medium.jpeg,25.65129934,-80.32438433,TRUE,,49,35,169,153
23525700,2019-04-26,https://static.inaturalist.org/photos/36428120/medium.jpeg,29.83531677,-95.42766549,TRUE,,171,158,169,153
23397962,2019-04-27,https://static.inaturalist.org/photos/36237987/medium.jpg,45.018356206199996,-93.08711546,TRUE,,183,174,163,154
23777339,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36793303/medium.jpg,29.710945,-95.412895,TRUE,,67,47,168,154
23777359,2019-04-28,https://static.inaturalist.org/photos/36793290/medium.jpg,29.710945,-95.41281167,TRUE,,76,67,163,155
23767520,2019-03-11,https://inaturalist-open-data.s3.amazonaws.com/photos/36778202/medium.jpeg,34.16196242,-80.89633658,TRUE,,136,117,166,155
23738188,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36734839/medium.jpg,45.21320503,-93.28761192,TRUE,,121,102,169,155
23471702,2019-04-27,https://static.inaturalist.org/photos/36346300/medium.jpg,29.37660038,-95.5969369,TRUE,,155,148,160,156
23394740,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36233248/medium.jpg,30.34960134,-93.1224157,TRUE,,147,139,161,156
23266764,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36051604/medium.jpg,33.78469167,-84.374825,TRUE,,167,162,163,156
23378832,2019-04-27,https://static.inaturalist.org/photos/36212009/medium.jpeg,30.4582605,-84.3211981,TRUE,,194,188,162,158
23287769,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36078488/medium.jpg,37.26146272,-122.0112484,TRUE,,190,184,163,158
23805185,2019-03-17,https://inaturalist-open-data.s3.amazonaws.com/photos/36834653/medium.jpeg,34.16196242,-80.89633658,TRUE,,129,117,165,158
23386692,2019-04-24,https://inaturalist-open-data.s3.amazonaws.com/photos/36222429/medium.jpeg,45.34092264,-79.19067211,TRUE,,263,244,171,158
23483852,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36364834/medium.jpg,38.71025161,-76.53889079,TRUE,,110,100,166,159
23308431,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36065756/medium.jpg,36.0606205,-79.1171084,TRUE,,156,143,166,159
23843961,2019-04-26,https://inaturalist-open-data.s3.amazonaws.com/photos/36890790/medium.jpeg,51.07381777,-114.141294,TRUE,,199,193,164,160
23728598,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36720039/medium.jpg,35.754425,-78.72541167,TRUE,,163,160,166,160
23769881,2019-04-28,https://static.inaturalist.org/photos/36782161/medium.jpg,29.74157119,-95.40514189,TRUE,,161,155,163,161
23380487,2019-04-27,https://static.inaturalist.org/photos/36214284/medium.jpg,42.35262102,-71.25059179,TRUE,,93,83,168,161
23495959,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36382702/medium.jpg,28.42812224,-81.44812031,TRUE,,134,122,173,161
23449585,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36313682/medium.jpeg,38.86242201,-77.10230224,TRUE,,184,175,168,162
23617139,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36563384/medium.jpeg,35.7723999,-78.54184723,TRUE,,69,63,169,162
23700342,2019-04-28,https://inaturalist-open-data.s3.amazonaws.com/photos/36679059/medium.jpg,25.69275291,-80.16650488,TRUE,,41,34,171,162
23497699,2019-04-27,https://inaturalist-open-data.s3.amazonaws.com/photos/36385850/medium.jpg,42.355545,-71.069725,TRUE,,77,64,173,162
